text,label
Three I'm voting for #Beliebers for #BestFanArmy at the #iHeartAwards,1.8
Looking like the Walmart version of,1.0
This is very mediocre,1.0
Do we really need to be in a relationship😊,3.4
What do you think I would say?,1.4
Where are you tweeting from?,1.4
"Not one Florida city on this list. What day you,",1.0
I know i need to go to bed cus i was looking for Usher 😅,2.75
no fr it’s so dark i was having a hard time reading it 😭,1.5
testing us-east-1 775b7958-5d06-4406-b50a-4ac81038515b,1.0
Not been on here for while sup guys #Tuesday,1.75
People could bring some truly fabulous opportunities your way ... More for Taurus http,1.0
Thank me later http,1.6
"Ok, Boomers.",1.0
Peter smells of grilled cheese.,1.8
That Ezlinks classic at the end was fuego,1.8
http,1.0
who the fk asked him to speak stfu,1.8
Oh Lord I woke up once again facing this bullshit but I'm still here and so are you. In cheerleading mode 📣,1.8
i love you so march,3.25
"I vindicate a obesity for tummy, kidnapper, and agriculture",2.0
just wanna be good at least on one positive thing but I guess I just really cant,2.2
May as well👏🏻👏🏻👏🏻👏🏻,1.0
my calf hurts so much,1.6
Wise words. http,1.25
It’s been 4 hours since the song came out and I’m still crying #harrystyles,3.2
So why are these victims and their families being ignored👇 http,2.4
Footballers as... Cartoon characters,1.0
like I’ve been attracted to people but not to the point of full on crush which kinda makes me sad,3.25
Fit to do the business against the spuds 😋 http,1.0
"I wanna walk like you Talk like you, too #ELHAlabanAngGaling",1.6
ready to see the bardagulan 🥰,2.6
"since i'm never voting again, this has nothing to do with me.",1.8
"Beautiful, Killian! Grew up near Monument Valley.",2.6
We know what happens to people who stay in the middle of the road. They get run over.,1.2
then 🐧,1.25
But like I don’t want to and can’t leave him. I fucking love him too much. And I know he loves me we just have things to work on.,4.4
He's concerned about hoshi's shoulder injury please 😭✋,2.4
I think so lol it happened so fast but both the net and antenna moved so probably yes,1.0
This was the best pissed up purchase . http,1.75
but your veggies are still sad tho,1.4
Alexa is my main. #AlexaIlacad |  99,3.25
What are some types of content you'd like to see from us in 2022? 😊,1.0
Why he get up like this tho 😂 http,1.6
"Team Canada CEO ""worried"" if Beijing Games can go ahead as planned http",1.0
was aware that there were monkeys but not bp throwing monkeys http,1.2
Murphy's Law,1.0
Ukrainian Railways Chief Says 'Honest' Belarusians Are Cutting Russian Supplies By Train http,1.0
It's wonderful.,2.0
Don't you ?,1.4
That was rock solid!! Loved routine and her grit!!,1.5
Yup especially if it has to do with you know what,1.5
Fascists so rarely wear henleys…,1.0
NOBODY DISRESPECTS HER we love her😭 i think the video was funny,2.6
I wanna go to a spa,1.2
"gm jul, have a nice day ❤️",3.0
That’s happening to me with Birthplace of the Vile,1.6
I’ll take the McAfee haha I can throw extra in for shipping,2.0
Fair right in Sindh this girl must be joking.,2.0
OK,1.0
i found this in my files and i just realized i never posted it whoops http,1.25
"it is the media role again, trying to place more pressure on both countries",1.4
"Systems will fail, People will fail, GOD WILL NEVER FAIL YOU!",2.4
imployment,1.5
If you would let me give you pinky promise kisses,3.75
Please get more water at work!!🥺,2.0
One is a youngster and the other one is 32 and earns 20mil+ and still wants a pay rise,2.4
Power play by Mulugheta. Get panthers to agree then force Falcons and Saints to agree. Just a tool to manipulate the bidders,1.2
IQ45 is higher than IQ33 today,1.25
"These aholes should pay for all Buddy's care.They destroyed these dogs,and have to be put down.",1.2
"Name a reason why you're single Me:Because I'm too fine for the ugly ,too ugly for the fine😕😕😕😕😕 http",3.0
"$IWM For a Limited Time,, we are opening our trading chatroom to the public http",1.0
Most dangerous job in America.,1.6
I’m done with trying to have it all and ending up with not much at all,2.6
Your tweet was quoted in an article by forsythnews http,1.0
Let’s flaunt those eyes. Quote this with a picture of you on a nose mask? http,2.2
"Happiness is found in doing, not merely possessing. UMAR RIAZ ANTHEM OUT NOW #BB15",1.6
"Chipping FFS, used to be my favorite, now I wanna cry if I can't putt from a tight apron",2.6
I know my cousin Reen bout to slay my bag !!!!!,2.4
$TZOO Earnings reports today before the markets open.. It’s free to join.. http,1.2
100 cyan and 100 magenta is purple,1.0
Jill Biden Interrupts Joe Biden Debate with Reporter on Abortion how is it this idiot was given ashes today http,1.75
"Obnoxious or not, I’d pay for that fight. 😂",1.5
I’ll keep that in mind,1.0
I've tried it. It's good. 😎👍🤟👋🫡,2.5
How about something for us gentiles on Good Friday? 🤗,1.5
I see a me! 💙 http,1.0
also,1.3333333333333333
"never SEEN a person so up their own ass, and 4 WHAT? 0 reason",2.2
SAD DREAM( UNDEAD CORPORATION Official Lyric Video) http,1.0
Economy is only one dimension of power.,1.0
Timeline of COVID-19 moments since 1st case in Rochester http,1.0
"You're not alone, Cody! http",1.6
you are so Kind 😎,2.5
He is why i avoided this game for bets hes 💩💩,1.4
Me but with saber,1.0
Century answer east end hope describe building want.,2.0
http,1.6666666666666667
i totally won and didnt die to controller wingman 3 stack http,1.6666666666666667
hadn't my decided replace spikes. after #SimulStream,1.0
City only have to match Liverpool's results to win the Premier League,1.0
you love to see it ❤,3.25
The King for the Win 🔥,1.2
I think the urine bag is leaking,1.6
Feels like it sometimes,1.4
I honestly can't believe the way people talk to each other sometimes,2.4
"That fff'ing sucks. Metro is charging a ""covid fee"" of what used to be $3, is now $4, if you go pay in person 🤬😡🤬😡",1.25
Today was inspired by Eyes Wide Shut (1999) http,1.25
Means you would never go 30 years without a title probably,1.0
LMFAO. We stood a better chance with the women. That one go cut off your “twins”.,4.0
is following me. adha sonen,1.0
anyways i hate fs and fstwt time to stay away again cs it only stresses me out most of the time,1.25
!!! who are they? it looks so cute,2.0
"By the way, liars like you claim to be all kinds of things on Twitter to spread Leftist Propaganda.",1.4
A whole bus company like Coast Bus doesn’t have an Mpesa option of payment. They are saying strictly cash.,1.0
"US-Led Economic War, Not Socialism, Is Tearing Venezuela Apart http via",1.0
i literally don't understand what's happening http,1.2
There you go I did thanks 😊,1.6666666666666667
i'm in and my guys   too,2.0
$UPST...okay! Can we get to $140 this time?!,1.0
I have my annotated Addicted/Calloway Sisters on my other phone 😮‍💨,2.4
Thank you! She seems to be feeling better. Fever going down slowly but surely 😁,2.2
dm's are ALWAYS open for thoughts or feelins or pics or recs or stream of consciousness,3.2
Lovely! Happy Birthday!,2.5
Cheap light weight cardboard boxes. How appropriate.,1.0
Look at Yeboah doing shit. #Jets,1.5
Tomlin still has never had a sub .500 season,1.0
"No, you don't 🙂",2.2
Brad Garlinghouse and Ripple believes that XRP will hit $10 by the end of 2022 #xrp #xrpsec http,1.4
Pineanal's are better then Pineapple's,2.5
"kanna my beloved, i see u have returned",2.2
Join me If you want to enjoy your bath time💦 http,4.2
"She's in Hungary, you wouldn't know her.",2.8
Saw a bunch of excuse me n y’all were being scary “man just chill we can see etc”,1.6666666666666667
I just watched it and Yabu is so cute and Ino is so handsome🥺💚💙 http,1.75
new song <3 http,1.0
Black students mattered at HBCUs decades before Black student-athletes were profitable at P5 PWIs.,1.0
"I'm raising $750.00 to pay our rent by April 4th, or else we will be evicted.. Can you please help? http",3.0
It's time for men to come on board this fight now #ShameOnSturgeon,1.6
"I only saw the stage video from the SMTown concert, I believe- not sure if there’s an MV or will be one",1.6
TWICE is jype's most streamed artist in april and they haven't comeback since december http,1.0
I’ve been doordash and Instacart a lot lately. Tonight I’m taking it off. #doordash #Instacart,2.6
"Yes, this is real.",1.6666666666666667
(Bump,2.25
"“Transportation should always connect, never divide.”  is great on  tonight👏👏 http",1.8
Thick AF Latina MILF with great tits and DSLs #MILF #BigTits #BigAss #NSFW http,4.2
Melty wanted some attention ^^ I love this kitten even if she does play/tries to eat my hair http,2.75
How the wedding preparations?,3.2
Maisen took his socks off and got under the covers ig going to bed early tonight 🤣,1.6
In the parlor with a moon across her face,1.8
"Be happy not because everything is good, but because you can see the good side of everything."" UNITY FOR EIAN",1.6
I thought switching to paper straws was going to save the world.,1.6
Bunch of idiots,2.4
i would love to be dead rn,4.0
That's his preference I'm sorry take heart🥀,3.0
looks like you can enter but you can't see your friends-,2.0
"God I hope not, People are barely able to get the one thats available now. And you wanna release a new one?",1.0
i wanted george to win tomorrow so bad guys 😭😭😭😭,2.25
Indian actress's voluntary boob show in Instagram but she acts like it's a mistake. http,2.5
U like that ass ate baby,5.0
"I voted for [ENHYPEN] JAKE !! Total Vote Count:156,143 http #JAKE #ENHYPEN #KPOPJUICE",1.8
loh shounen waltz is #1 in my on repeat playlist??? i don't remember repeating it these days 🤔🤔🤔🤔,1.0
"""We have uncovered information that if he escaped the supermarket he had plans to continue his attack,” the commissioner said",1.0
Why waste your time getting hurt by someone when there's someone else out there waiting to make you happy.,2.0
My song recommendation today is Hot trendy song #BTS_Filter by #BTSJIMIN #BTS _twt http,1.4
She saw those gym pictures and now she's fishing.,2.2
Do you think wild will sign him and when,1.2
the hottest commissioner i've ever seen http,3.0
What happened to fedez? 😭,1.0
I see you have been tearing it up! Very proud of you! (Your middle school coach),4.0
this started because i only now realized that he can't even reach the controls on his own games. http,1.0
Niggas be like “Hey beautiful” when they first meet you and never call u beautiful again 😂,2.5
"The state of Maryland only lets criminals conceal carry. Right,",1.6
he's already the coolest person alive :( http,1.2
Jesus what do you do? Obviously something with interior decorating or remodels?,1.4
Are you stronger than yesterday?,1.4
Probably would be for the best to work out more often. Starting to feel a *bit* out of shape. http,2.6
what was his name? 😍🤣✅✅⭐ http,1.0
Finding out that Riley needs to have surgery had me sobbing in my car while receiving awkward looks from people around me,4.4
